,Origin_airport,Destination_airport,Total_passengers,Total_departures,KMeansCluster
9805,DFW,SMF,4125260,37602,2
5531,BWI,BNA,4121410,45019,2
28088,PIT,EWR,4120943,78119,2
4279,BNA,BWI,4116562,45241,2
9616,DFW,COS,4115172,51775,2
23488,MKE,ATL,4109232,59378,2
27686,PHX,PHL,4105922,36597,2
281,ABQ,LAS,4100287,47657,2
28042,PIT,BOS,4095766,50182,2
16612,IAH,PHL,4086060,51324,2
29961,RNO,LAX,4084263,53822,2
24627,MSP,PDX,4079653,28472,2
8946,DAL,LIT,4075383,52116,2
32908,SLC,MSP,4073215,49381,2
27709,PHX,RNO,4072080,45217,2
7880,COS,DFW,4070412,51544,2
16660,IAH,TPA,4070060,37308,2
2000,ATL,MKE,4069066,59552,2
27472,PHL,SFO,4067301,35542,2
2358,AUS,ORD,4066295,52778,2
30620,SAN,IAH,4060724,33626,2
10553,DTW,GRR,4056564,52628,2
14559,GRR,DTW,4048487,53505,2
11743,EWR,DCA,4047757,66917,2
10568,DTW,IND,4046559,55411,2
30006,RNO,PHX,4043198,44958,2
18115,JFK,ATL,4036630,42188,2
31699,SEA,SNA,4029435,43680,2
33130,SMF,DFW,4027642,39188,2
20137,LGA,TPA,4024153,40856,2
27074,PDX,MSP,4020643,28522,2
18749,LAS,ABQ,4019826,46004,2
20216,LIT,DAL,4019736,47191,2
14874,GSP,ATL,4011744,59579,2
17344,IND,DTW,4011480,58351,2
282,ABQ,LAX,3999096,50012,2
33360,SNA,SEA,3996697,43224,2
27444,PHL,PHX,3982748,36468,2
21714,MCO,CVG,3980906,32617,2
1441,AMA,DAL,3974446,50636,2
34888,TPA,LGA,3974273,40660,2
15577,HNL,DFW,3972402,18564,2
24629,MSP,PHL,3966064,52517,2
1867,ATL,BUF,3963721,46651,2
19252,LAX,RNO,3950703,51782,2
9340,DCA,EWR,3941192,67006,2
8589,CVG,LGA,3937022,46064,2
34459,TLH,ATL,3936096,57375,2
10496,DTW,CLT,3935382,57583,2
27426,PHL,MSP,3921848,52632,2
2003,ATL,MOB,3920948,51656,2
9677,DFW,HNL,3916508,18556,2
33616,STL,DCA,3914064,45998,2
5248,BUF,ATL,3912706,46512,2
8598,CVG,MCO,3911091,32033,2
20107,LGA,RDU,3909106,84420,2
9437,DCA,STL,3908460,45653,2
1965,ATL,JFK,3903291,39248,2
2084,ATL,TLH,3902000,59055,2
8862,DAL,AMA,3900503,50474,2
29315,RDU,LGA,3898586,84901,2
33700,STL,LGA,3896995,40311,2
27451,PHL,PVD,3894685,49780,2
20132,LGA,STL,3872738,40759,2
20006,LGA,CVG,3849439,40109,2
19110,LAX,CVG,3847552,27551,2
1943,ATL,GSP,3841565,58984,2
7085,CLE,STL,3831808,59316,2
7299,CLT,DTW,3828170,56690,2
21484,MCI,LAS,3827782,36536,2
6949,CLE,EWR,3827530,50399,2
26480,ORD,MSY,3820754,43915,2
19201,LAX,MDW,3815522,29789,2
27628,PHX,JFK,3809421,31460,2
11728,EWR,CLE,3802347,49798,2
27018,PDX,GEG,3800474,79615,2
27536,PHX,BWI,3792487,32280,2
28699,PVD,PHL,3790353,49360,2
31952,SFO,DTW,3787325,26670,2
32945,SLC,SAN,3777280,39174,2
8582,CVG,LAX,3773118,27604,2
30703,SAN,SLC,3762414,38903,2
25725,OGG,SFO,3754402,17613,2
12506,FLL,IAH,3753324,30718,2
18277,JFK,PHX,3748990,31481,2
4521,BOS,CVG,3744998,40779,2
20354,LIT,STL,3744477,52863,2
26461,ORD,MEM,3743643,72810,2
21527,MCI,MSP,3727403,54002,2
5677,BWI,PHX,3727114,32071,2
8519,CVG,DFW,3724401,53994,2
25124,MYR,CLT,3722263,45453,2
33599,STL,CLE,3719690,59137,2
24859,MSY,ORD,3717875,43513,2
19057,LAX,ABQ,3707685,44763,2
9622,DFW,CVG,3701762,55282,2
7388,CLT,MYR,3698283,45386,2
35202,TUL,STL,3695672,51863,2
15628,HNL,ORD,3691389,15008,2
16513,IAH,FLL,3677632,30101,2
1952,ATL,HSV,3668648,56883,2
22176,MDW,LAX,3665737,29849,2
13658,GEG,PDX,3660636,77049,2
24586,MSP,MCI,3660582,51202,2
27715,PHX,SAT,3660194,45773,2
9387,DCA,MCO,3651297,39615,2
22517,MEM,ORD,3648309,71745,2
2917,BDL,MCO,3646611,35054,2
21127,MAF,DAL,3634233,47357,2
23177,MIA,DTW,3604247,36202,2
33366,SNA,SMF,3602117,44386,2
23354,MIA,TPA,3600142,73129,2
33701,STL,LIT,3593317,47998,2
26528,ORD,SAT,3588673,43150,2
6517,CHS,CLT,3587248,50475,2
10600,DTW,MIA,3587015,35961,2
7273,CLT,CHS,3586565,50388,2
2843,BDL,BWI,3584588,41126,2
33220,SMF,SNA,3572602,44448,2
33779,STL,SFO,3570379,29641,2
5520,BWI,BDL,3570361,41074,2
8486,CVG,BOS,3564833,37594,2
21680,MCO,BDL,3562777,35113,2
22219,MDW,PHX,3555007,30168,2
5583,BWI,FLL,3549124,36588,2
18893,LAS,MCI,3546809,36427,2
9750,DFW,OAK,3546464,39499,2
34903,TPA,MIA,3545112,72522,2
12450,FLL,BWI,3543085,36721,2
15914,HSV,ATL,3533371,55210,2
25964,OKC,STL,3524897,48316,2
21719,MCO,DCA,3522964,38769,2
27657,PHX,MDW,3516595,30119,2
8952,DAL,MAF,3513881,48025,2
5606,BWI,IAH,3501687,32487,2
24658,MSP,SAN,3492543,27526,2
28077,PIT,DFW,3492096,45715,2
17422,IND,MCO,3490974,34996,2
5681,BWI,PIT,3489980,41423,2
1282,ALB,ORD,3487776,51760,2
16468,IAH,BWI,3474557,32624,2
17782,JAN,ATL,3471025,46158,2
33741,STL,OKC,3470899,48284,2
33802,STL,TUL,3465894,51875,2
30875,SAT,ORD,3462069,42482,2
19101,LAX,CLT,3450762,25923,2
26298,ORD,ALB,3449797,52004,2
30879,SAT,PHX,3440615,40502,2
7398,CLT,PBI,3439918,32350,2
15837,HOU,PHX,3437837,35262,2
8208,CRP,HOU,3437261,46962,2
30658,SAN,MSP,3437045,27501,2
8980,DAL,OKC,3435697,47228,2
15729,HOU,BNA,3426329,39392,2
27419,PHL,MHT,3423374,47603,2
15746,HOU,CRP,3423081,46760,2
32968,SLC,STL,3415710,38916,2
26794,PBI,CLT,3414945,32358,2
25804,OKC,DAL,3414767,47344,2
21767,MCO,IND,3409184,36263,2
25598,OAK,SLC,3404418,49871,2
27614,PHX,HOU,3396637,39690,2
7677,CMH,STL,3393588,45571,2
34203,SYR,ORD,3391389,57529,2
12080,FAR,MSP,3389768,52427,2
9767,DFW,PIT,3388170,45550,2
11903,EWR,STL,3386198,59607,2
33634,STL,EWR,3377035,59459,2
7416,CLT,RIC,3369393,49072,2
1963,ATL,JAN,3366900,45307,2
32082,SFO,STL,3365131,28526,2
32912,SLC,OAK,3361192,49559,2
17338,IND,DFW,3354669,42371,2
9689,DFW,IND,3351951,42756,2
29638,RIC,CLT,3351387,48289,2
4680,BOS,TPA,3350571,32393,2
33603,STL,CMH,3348218,45433,2
31575,SEA,EWR,3340374,27213,2
26413,ORD,HNL,3339401,15870,2
33192,SMF,ORD,3339047,31162,2
25476,OAK,DFW,3337721,37678,2
34807,TPA,BOS,3336681,32350,2
26545,ORD,SMF,3330363,31743,2
28224,PIT,TPA,3326689,31523,2
27681,PHX,OMA,3325891,35390,2
24510,MSP,FAR,3325836,51605,2
11890,EWR,SEA,3325286,27259,2
26197,OMA,PHX,3311179,35296,2
26829,PBI,JFK,3310943,27521,2
28134,PIT,LAX,3307113,26342,2
18272,JFK,PBI,3304411,27530,2
26556,ORD,SYR,3303891,57770,2
34929,TPA,PIT,3295715,30956,2
22180,MDW,LGA,3292185,36882,2
32020,SFO,MIA,3291558,22856,2
11153,ELP,DAL,3273090,39283,2
33801,STL,TPA,3272074,33933,2
7351,CLT,LAX,3264924,26257,2
32638,SJC,RNO,3262133,41845,2
23067,MHT,PHL,3260342,45960,2
28081,PIT,DTW,3258623,69871,2
34958,TPA,STL,3253933,33001,2
4378,BNA,MCO,3252538,38423,2
20077,LGA,MDW,3252370,36826,2
7541,CMH,CVG,3250037,44058,2
27289,PHL,BDL,3248147,48953,2
30004,RNO,PDX,3234485,36991,2
26862,PBI,PHL,3233271,30231,2
8926,DAL,IAH,3222110,69356,2
28050,PIT,BWI,3210556,39948,2
27483,PHL,STL,3209193,50295,2
8903,DAL,ELP,3201997,39728,2
4342,BNA,HOU,3199907,38754,2
33784,STL,SLC,3199857,38890,2
21691,MCO,BNA,3198022,39052,2
9413,DCA,PIT,3197919,44140,2
19995,LGA,CLE,3185709,65501,2
33750,STL,PHL,3184844,50418,2
30838,SAT,LAS,3177387,30343,2
4671,BOS,STL,3176344,33762,2
31609,SEA,JFK,3175536,24350,2
33777,STL,SEA,3175380,27224,2
16489,IAH,DAL,3173993,69245,2
33583,STL,BOS,3171276,33901,2
29327,RDU,MCO,3167418,39616,2
30034,RNO,SJC,3165152,41659,2
27441,PHL,PBI,3157030,31898,2
18302,JFK,SEA,3155503,24557,2
6999,CLE,LGA,3151737,65462,2
31702,SEA,STL,3147410,27449,2
27104,PDX,RNO,3146478,37035,2
11873,EWR,RDU,3145778,59248,2
26341,ORD,CID,3142368,74022,2
29998,RNO,OAK,3141235,43465,2
23328,MIA,SFO,3137902,22984,2
32964,SLC,SMF,3137257,33728,2
29265,RDU,EWR,3130940,59573,2
26230,OMA,STL,3129144,37156,2
16462,IAH,BOS,3121727,33466,2
18793,LAS,CLE,3119572,23588,2
28076,PIT,DCA,3119399,45387,2
5332,BUF,JFK,3115047,36467,2
26954,PDX,ATL,3115047,20164,2
32965,SLC,SNA,3110440,32410,2
35363,TUS,LAS,3110427,33940,2
16596,IAH,MSP,3108687,44852,2
17966,JAX,DFW,3108611,34007,2
33218,SMF,SLC,3106662,33465,2
24622,MSP,OMA,3104242,47620,2
6765,CID,ORD,3103601,72305,2
18141,JFK,BUF,3103156,36657,2
33743,STL,OMA,3101797,37284,2
25586,OAK,RNO,3094391,40711,2
1842,ATL,AUS,3094347,37035,2
21842,MCO,RDU,3092839,39683,2
2235,AUS,ATL,3089051,36711,2
4565,BOS,IAH,3083359,33039,2
19237,LAX,PIT,3082970,23866,2
14723,GSO,CLT,3079338,53694,2
24547,MSP,IAH,3076899,44819,2
17321,IND,CLT,3062646,41567,2
2941,BDL,PHL,3062034,47587,2
10632,DTW,PIT,3059546,68030,2
16478,IAH,CLT,3049628,48064,2
33365,SNA,SLC,3045599,31846,2
6991,CLE,LAS,3043468,23374,2
26179,OMA,MSP,3040319,47592,2
18954,LAS,SAT,3038090,30490,2
17049,ILM,CLT,3019456,47153,2
24830,MSY,MCO,3008182,36457,2
21809,MCO,MSY,3005712,36542,2
24726,MSY,BHM,3001895,37201,2
18986,LAS,TUS,2997535,33710,2
24760,MSY,DAL,2992955,33088,2
7338,CLT,IAH,2987816,47403,2
34832,TPA,CVG,2987170,29513,2
18310,JFK,SLC,2975074,20973,2
360,ABQ,STL,2962959,30450,2
3658,BHM,MSY,2962736,37118,2
30036,RNO,SLC,2962456,37128,2
9192,DAY,ORD,2961817,64953,2
9685,DFW,ICT,2959731,72511,2
32865,SLC,JFK,2959625,20904,2
16728,ICT,DFW,2959116,72371,2
19326,LBB,DFW,2955397,75467,2
8679,CVG,TPA,2954600,27701,2
7642,CMH,PHX,2951249,25840,2
19691,LEX,ATL,2950274,50224,2
7341,CLT,ILM,2941818,47202,2
26359,ORD,DAY,2938698,65036,2
9693,DFW,JAX,2935880,32662,2
29914,RNO,DFW,2925168,28778,2
8518,CVG,DCA,2924867,39590,2
26459,ORD,MDT,2919992,51665,2
2853,BDL,CLT,2919044,29454,2
26170,OMA,MDW,2918457,33337,2
8974,DAL,MSY,2913190,33135,2
9783,DFW,RNO,2902276,27380,2
28209,PIT,SFO,2902207,24259,2
19198,LAX,MCI,2899624,32181,2
8615,CVG,MSP,2897528,61465,2
7343,CLT,IND,2895895,41407,2
24554,MSP,IND,2890631,39143,2
19126,LAX,ELP,2883023,36898,2
21486,MCI,LAX,2882391,32471,2
8633,CVG,PHL,2876829,52529,2
19089,LAX,BWI,2872867,24107,2
9702,DFW,LBB,2865193,73667,2
7329,CLT,GSO,2864553,52160,2
17439,IND,MSP,2863057,37468,2
26803,PBI,DFW,2859887,29446,2
11739,EWR,CVG,2850349,53185,2
22213,MDW,OMA,2849493,33517,2
21539,MCI,OKC,2848632,35401,2
30965,SAV,CLT,2845749,41530,2
7424,CLT,SAV,2844642,41857,2
32942,SLC,RNO,2837049,36870,2
33551,STL,ABQ,2835020,30604,2
32347,SHV,DFW,2833759,79647,2
22019,MDT,ORD,2827893,49223,2
31933,SFO,CLT,2826926,23218,2
17424,IND,MDW,2822863,49297,2
13678,GEG,SLC,2822152,33531,2
7249,CLT,BDL,2818869,28549,2
8533,CVG,EWR,2815743,54147,2
22118,MDW,DFW,2809594,30857,2
22484,MEM,MCO,2801647,29732,2
16645,IAH,SLC,2800357,34039,2
1051,AGS,ATL,2798423,57075,2
9325,DCA,CVG,2796861,37771,2
16432,IAH,ABQ,2790675,34844,2
4629,BOS,PBI,2790248,22370,2
1831,ATL,AGS,2779718,59574,2
269,ABQ,IAH,2775448,34671,2
10506,DTW,CVG,2768987,70974,2
6941,CLE,DTW,2766917,77220,2
9722,DFW,MDW,2763666,30805,2
27549,PHX,CMH,2758072,25527,2
25885,OKC,MCI,2757942,35218,2
28182,PIT,PHX,2755212,24353,2
18803,LAS,CVG,2746530,18351,2
24905,MSY,TPA,2743898,30653,2
7030,CLE,MSP,2741738,51203,2
11717,EWR,BUF,2738659,46678,2
7386,CLT,MSY,2738423,30029,2
32840,SLC,GEG,2735224,32157,2
5299,BUF,EWR,2733158,46574,2
13020,FSD,MSP,2721782,50276,2
7258,CLT,BNA,2719771,40738,2
32857,SLC,IAH,2717893,33804,2
21205,MBS,DTW,2716278,49036,2
28603,PVD,ATL,2714206,27200,2
27330,PHL,CVG,2712926,49673,2
4289,BNA,CLT,2706969,41014,2
31600,SEA,IAD,2706427,21146,2
24475,MSP,CLE,2705145,53303,2
9799,DFW,SHV,2702226,78693,2
1995,ATL,MGM,2699996,54528,2
10494,DTW,CLE,2698617,76675,2
7011,CLE,MCO,2697538,27694,2
24747,MSY,CLT,2691377,29769,2
21796,MCO,MEM,2690769,28028,2
24486,MSP,CVG,2690585,59727,2
27691,PHX,PIT,2687023,24368,2
33601,STL,CLT,2685905,50194,2
17815,JAN,DFW,2680523,53951,2
11216,ELP,LAX,2680205,32153,2
34871,TPA,IAD,2669087,25718,2
34909,TPA,MSY,2668058,29522,2
21704,MCO,CLE,2662977,27317,2
24256,MSN,MSP,2659830,37473,2
26784,PBI,BOS,2658594,22209,2
24607,MSP,MSN,2656739,37421,2
9758,DFW,PBI,2655136,27586,2
7439,CLT,STL,2652804,49985,2
1978,ATL,LIT,2641008,34184,2
2042,ATL,PVD,2638944,27328,2
20175,LIT,ATL,2636997,34065,2
24520,MSP,FSD,2629427,49119,2
35162,TUL,ORD,2626486,41929,2
5621,BWI,LAX,2623305,21498,2
12472,FLL,DCA,2623103,25028,2
32046,SFO,PIT,2620312,21658,2
17975,JAX,FLL,2619981,34788,2
22165,MDW,IND,2619970,48726,2
7430,CLT,SFO,2613198,22518,2
18796,LAS,CMH,2607239,22885,2
16239,IAD,CLT,2607171,48007,2
7337,CLT,IAD,2606671,48962,2
1975,ATL,LEX,2599243,45909,2
9343,DCA,FLL,2599112,25181,2
32057,SFO,RNO,2599076,41014,2
26563,ORD,TUL,2595197,41660,2
28681,PVD,MCO,2594718,25494,2
8525,CVG,DTW,2591056,70430,2
24196,MSN,DTW,2590225,33357,2
10590,DTW,MBS,2589643,48864,2
22464,MEM,LAX,2589629,32053,2
19986,LGA,BUF,2586567,52816,2
30798,SAT,ELP,2582047,32383,2
16418,IAD,TPA,2580758,25261,2
21839,MCO,PVD,2579616,25550,2
5690,BWI,RDU,2576035,27786,2
28117,PIT,IAH,2575285,39086,2
18864,LAS,IND,2568645,20901,2
6936,CLE,DFW,2565493,43463,2
9373,DCA,JFK,2563283,68626,2
21586,MCI,SLC,2563132,33794,2
30031,RNO,SFO,2562953,41298,2
9574,DFW,AMA,2560619,65932,2
5340,BUF,LGA,2558584,53590,2
17404,IND,LAS,2556734,21004,2
34908,TPA,MSP,2551453,20767,2
10609,DTW,MSN,2551092,33401,2
12514,FLL,JAX,2550200,34824,2
29227,RDU,BWI,2549401,27826,2
1444,AMA,DFW,2549189,64292,2
23217,MIA,IAD,2542450,26002,2
9611,DFW,CLE,2537911,44005,2
24635,MSP,PIT,2535123,41342,2
11116,ELP,AUS,2533978,30300,2
22691,MGM,ATL,2531708,50681,2
16397,IAD,SEA,2530220,21037,2
19082,LAX,BNA,2525260,24317,2
24691,MSP,TPA,2523420,20884,2
18785,LAS,BWI,2520708,20632,2
16617,IAH,PIT,2519228,38401,2
23063,MHT,ORD,2515358,26140,4
5656,BWI,MSP,2504800,23693,4
28165,PIT,MSP,2501440,41151,4
7045,CLE,PHL,2496367,57789,4
18161,JFK,DCA,2494408,67816,4
2859,BDL,CVG,2493009,25907,4
5013,BTR,DFW,2488491,51682,4
18114,JFK,ANC,2486105,41400,4
34835,TPA,DCA,2483757,25903,4
8209,CRP,IAH,2482484,59900,4
21467,MCI,IAH,2481577,37705,4
16647,IAH,SNA,2479178,28593,4
4359,BNA,LAX,2477407,24220,4
9692,DFW,JAN,2476038,52070,4
32891,SLC,MCI,2475769,32375,4
24463,MSP,BWI,2474417,23782,4
28219,PIT,STL,2473913,47608,4
10465,DTW,BDL,2471180,32441,4
5559,BWI,CVG,2470896,28607,4
16577,IAH,MCI,2468164,37653,4
2054,ATL,ROC,2464469,31153,4
6919,CLE,CLT,2464178,42873,4
16345,IAD,MIA,2462922,25860,4
27319,PHL,CLE,2462077,58289,4
6259,CHA,ATL,2461868,54333,4
9599,DFW,BTR,2461866,53678,4
8661,CVG,SFO,2460976,22289,4
11198,ELP,HOU,2460560,28894,4
8505,CVG,CMH,2458922,37318,4
9755,DFW,OMA,2458922,28707,4
8194,CRP,DFW,2454648,64972,4
9442,DCA,TPA,2452310,25945,4
1206,ALB,BWI,2452030,26906,4
32959,SLC,SJC,2450507,31660,4
31939,SFO,CVG,2448541,22391,4
9619,DFW,CRP,2448418,64076,4
19202,LAX,MEM,2447608,31944,4
7276,CLT,CLE,2445480,42485,4
4645,BOS,RDU,2442101,50783,4
29221,RDU,BOS,2439274,50248,4
16258,IAD,DTW,2438111,48050,4
2867,BDL,DTW,2432773,32268,4
35411,TUS,ORD,2431837,23540,4
15878,HOU,TUL,2431755,32014,4
33719,STL,MIA,2429056,25466,4
32651,SJC,SLC,2428915,30946,4
5619,BWI,LAS,2427885,20629,4
23141,MIA,BWI,2427609,24160,4
23342,MIA,STL,2425092,25685,4
2864,BDL,DFW,2420925,24027,4
2029,ATL,PDX,2420014,15275,4
5506,BWI,ALB,2419629,26906,4
10640,DTW,RDU,2419593,29514,4
6902,CLE,BOS,2415905,37342,4
33304,SNA,IAH,2414642,27888,4
8634,CVG,PHX,2411535,20931,4
16483,IAH,CRP,2407996,59022,4
26491,ORD,OAK,2407710,24590,4
33754,STL,PIT,2404945,47300,4
25566,OAK,ORD,2401553,24869,4
5294,BUF,DTW,2401127,36254,4
30629,SAN,JFK,2399927,18122,4
26098,OMA,DFW,2397657,27827,4
10592,DTW,MCI,2397078,31599,4
11286,ELP,SAT,2393685,29764,4
8472,CVG,BDL,2390422,26285,4
2944,BDL,PIT,2387417,31145,4
31958,SFO,EUG,2386813,35762,4
10561,DTW,IAD,2382851,47977,4
27622,PHX,IND,2378581,22549,4
29259,RDU,DTW,2376929,29439,4
14625,GRR,MSP,2373290,30987,4
19099,LAX,CLE,2371380,21494,4
11099,ELP,ABQ,2370020,37929,4
18616,LAN,DTW,2367609,43145,4
241,ABQ,ELP,2365356,37850,4
24424,MSP,ANC,2365011,15329,4
10498,DTW,CMH,2364215,43967,4
32754,SLC,ANC,2364195,16097,4
7593,CMH,LAS,2362474,21673,4
9614,DFW,CMH,2362106,31333,4
7546,CMH,DFW,2359339,31066,4
18296,JFK,SAN,2357162,18107,4
9584,DFW,BDL,2355674,24170,4
15605,HNL,LAS,2354406,9963,4
31253,SBN,ORD,2351046,70094,4
6033,CAK,ATL,2350341,35863,4
30199,ROC,ATL,2349413,30919,4
26565,ORD,TUS,2348843,22532,4
5649,BWI,MIA,2348003,23962,4
27308,PHL,BUF,2346864,39382,4
34806,TPA,BNA,2346544,25181,4
17461,IND,PHX,2344411,23673,4
1872,ATL,CAK,2343683,35925,4
7553,CMH,DTW,2341754,44011,4
7535,CMH,CLT,2341126,34298,4
10483,DTW,BUF,2339427,36230,4
5269,BUF,BWI,2337214,27320,4
11509,EUG,SFO,2336382,35228,4
22137,MDW,FLL,2334282,21272,4
16605,IAH,OKC,2332784,38411,4
18780,LAS,BOS,2330258,17979,4
12536,FLL,MDW,2325634,21239,4
5536,BWI,BUF,2321907,27350,4
4510,BOS,CLE,2316832,37201,4
7373,CLT,MEM,2316563,48247,4
26531,ORD,SBN,2313876,70178,4
22366,MEM,CLT,2312552,48469,4
27680,PHX,OKC,2312488,23767,4
2284,AUS,ELP,2311874,29542,4
1648,ANC,MSP,2311457,15013,4
29722,RIC,ORD,2308266,42580,4
26517,ORD,RIC,2308067,43387,4
29253,RDU,DCA,2307047,61809,4
24477,MSP,CLT,2304287,32270,4
16661,IAH,TUL,2303297,36672,4
1875,ATL,CHA,2303277,53784,4
21421,MCI,DTW,2301583,28400,4
25853,OKC,IAH,2299537,38248,4
21861,MCO,SLC,2298404,14433,4
24536,MSP,GRR,2293231,31736,4
8502,CVG,CLE,2291843,61043,4
28133,PIT,LAS,2289105,18102,4
32893,SLC,MCO,2286648,14409,4
27558,PHX,CVG,2284934,22009,4
4454,BNA,TPA,2283855,25145,4
35111,TUL,HOU,2282635,31998,4
6992,CLE,LAX,2277265,21315,4
5378,BUF,PHL,2275393,38519,4
35114,TUL,IAH,2273821,36549,4
7385,CLT,MSP,2270059,32320,4
8659,CVG,SEA,2267428,19617,4
25924,OKC,PHX,2267100,23604,4
18853,LAS,HNL,2266451,9563,4
26432,ORD,JFK,2263060,46043,4
18931,LAS,PIT,2262356,18069,4
21397,MCI,CLT,2260086,26986,4
7367,CLT,MCI,2257868,27477,4
9417,DCA,RDU,2254678,61513,4
25918,OKC,ORD,2245972,42480,4
26402,ORD,GRB,2245110,67583,4
7280,CLT,CMH,2240111,34234,4
4578,BOS,LAS,2239432,17991,4
7611,CMH,MCO,2238995,28847,4
7411,CLT,PVD,2236673,23305,4
26494,ORD,OKC,2236355,42285,4
28628,PVD,CLT,2233505,23148,4
3591,BHM,DFW,2228967,32372,4
27413,PHL,MDW,2228468,25875,4
27546,PHX,CLE,2228434,20356,4
29220,RDU,BNA,2227991,25726,4
33772,STL,SAN,2227965,20897,4
16325,IAD,LGA,2225694,42737,4
1865,ATL,BTR,2219090,31951,4
11731,EWR,CMH,2218087,40598,4
16650,IAH,STL,2212820,38565,4
27278,PHL,ALB,2211689,38783,4
26466,ORD,MHT,2206840,23485,4
7559,CMH,EWR,2202299,41093,4
7641,CMH,PHL,2197446,39339,4
28028,PIT,BDL,2186609,31195,4
33675,STL,IAH,2184659,38190,4
22218,MDW,PHL,2182581,25871,4
7046,CLE,PHX,2180245,20079,4
9944,DLH,MSP,2180137,46059,4
27548,PHX,CLT,2179408,18055,4
1676,ANC,SLC,2178910,15445,4
12571,FLL,PIT,2178329,19983,4
9390,DCA,MEM,2176678,22913,4
8492,CVG,BWI,2172236,26037,4
2010,ATL,MYR,2167017,52989,4
7403,CLT,PHX,2164105,18079,4
6928,CLE,CVG,2163799,55417,4
14317,GRB,ORD,2160461,66041,4
31611,SEA,KTN,2159706,32811,4
24837,MSY,MIA,2156477,23924,4
4420,BNA,RDU,2154160,25723,4
34936,TPA,RDU,2152823,24666,4
29399,RDU,TPA,2147241,24734,4
10575,DTW,LAN,2144830,42164,4
18269,JFK,ORD,2142364,42575,4
8580,CVG,LAS,2142052,13938,4
27146,PFN,ATL,2139592,50814,4
23655,MKE,PHX,2137514,21874,4
27666,PHX,MKE,2132536,21969,4
2030,ATL,PFN,2121136,51023,4
20048,LGA,IAD,2119598,40643,4
25108,MYR,ATL,2116206,52655,4
30709,SAN,STL,2115694,19519,4
4982,BTR,ATL,2111943,31834,4
28122,PIT,IND,2110583,30733,4
23270,MIA,MSY,2107927,24437,4
14902,GSP,CLT,2107863,45163,4
15762,HOU,ELP,2107231,23981,4
6901,CLE,BNA,2106998,33876,4
24675,MSP,SNA,2106521,21246,4
4287,BNA,CLE,2105798,33891,4
22382,MEM,DCA,2104465,21863,4
27322,PHL,CMH,2104191,37553,4
28642,PVD,DTW,2103740,27564,4
2072,ATL,SNA,2100870,16286,4
21707,MCO,CMH,2097765,28151,4
25849,OKC,HOU,2095452,26840,4
28071,PIT,CVG,2093955,44545,4
33244,SNA,ATL,2092863,15510,4
12468,FLL,CVG,2091206,21003,4
30917,SAT,STL,2090699,27427,4
1937,ATL,GPT,2090446,50720,4
28091,PIT,FLL,2090335,19290,4
14092,GPT,ATL,2089172,51059,4
22506,MEM,MSY,2088373,28113,4
4411,BNA,PHX,2086309,20286,4
10636,DTW,PVD,2084248,27625,4
9589,DFW,BHM,2082402,29072,4
1287,ALB,PHL,2082402,36686,4
24898,MSY,STL,2081585,28980,4
22579,MEM,TPA,2080423,24953,4
1833,ATL,ALB,2079090,23539,4
32773,SLC,BOS,2075951,15838,4
355,ABQ,SLC,2073530,32364,4
33773,STL,SAT,2073166,27009,4
29334,RDU,MIA,2073061,21222,4
19998,LGA,CMH,2071826,56737,4
27531,PHX,BNA,2066987,20223,4
18474,KTN,SEA,2065466,29817,4
34900,TPA,MEM,2063922,24177,4
1191,ALB,ATL,2061367,23356,4
18293,JFK,ROC,2060188,29132,4
27751,PHX,TUL,2060146,21306,4
24598,MSP,MIA,2060061,18452,4
20297,LIT,MEM,2058968,35926,4
32744,SLC,ABQ,2058359,30571,4
30255,ROC,JFK,2057603,28949,4
2440,AVL,CLT,2057048,42725,4
23311,MIA,RDU,2056186,21373,4
7268,CLT,CAE,2055545,43639,4
7350,CLT,LAS,2048032,14005,4
35139,TUL,MCI,2047857,25262,4
33731,STL,MSY,2047606,29027,4
15829,HOU,OKC,2047166,26716,4
18403,JNU,SEA,2047049,26303,4
31610,SEA,JNU,2046944,24967,4
3561,BHM,BNA,2045674,26335,4
7601,CMH,LGA,2045201,56493,4
24496,MSP,DLH,2045168,46390,4
3940,BIS,MSP,2042218,34714,4
24444,MSP,BIS,2041824,34773,4
33328,SNA,MSP,2038663,20807,4
5278,BUF,CLT,2037535,20528,4
18795,LAS,CLT,2032344,13915,4
20079,LGA,MEM,2029629,22520,4
7264,CLT,BUF,2027671,20672,4
5884,CAE,CLT,2027139,44064,4
23269,MIA,MSP,2024540,18434,4
16502,IAH,ELP,2022811,32014,4
21603,MCI,TUL,2021717,25382,4
24833,MSY,MEM,2016893,27464,4
9296,DCA,BDL,2016373,30049,4
16548,IAH,IND,2016205,29223,4
26805,PBI,DTW,2015104,18909,4
4666,BOS,SLC,2014147,15857,4
31557,SEA,CVG,2012060,16534,4
11201,ELP,IAH,2008634,31731,4
18316,JFK,STL,2008080,21107,4
11832,EWR,MDW,2006247,25660,4
25521,OAK,JFK,2005883,14928,4
4266,BNA,BHM,2005832,26334,4
22473,MEM,LIT,2003496,35167,4
11848,EWR,MSY,2002838,23189,4
22131,MDW,EWR,1998444,25670,4
18043,JAX,PHL,1997113,23308,4
24772,MSY,EWR,1994732,23039,4
17388,IND,IAH,1991980,28224,4
13647,GEG,MSP,1988045,18199,4
